label,generated_text
1,the man is wearing glasses
1,a man in an air force uniform speaking
1,a man is talking with people in a military uniform
1,a man in uniform speaking into a microphone
1,a man with a hat
1,the man is wearing a suit
1,a white wall behind the man
1,woman in orange shirt
1,woman with dark hair
1,a woman with her tongue out and eyes closed
1,a man pointing with his finger
1,a man in a suit holding up a finger
1,asian man wearing suit and tie outside
1,a man in a suit with a tie is looking away
1,a man in a black suit and tie is speaking to a man
1,an older man with glasses standing in front of a crowd
1,a man wearing glasses and a plaid shirt standing in a crowd
1,the image shows a man with glasses standing in front of a crowd
1,a woman smiles with her father while wearing a graduation cap
1,an asian man and woman in graduation garb
1,man in bandana holding up a flute
1,a man playing the flute
1,an old man standing in front of a window
1,a man with glasses and a tie making a gesture
1,a man is pointing to the sky with one hand
1,man in suit and glasses making gestures
1,an older man with glasses and a santa claus costume
1,an older woman wearing a red hat with white trim
1,a woman wearing a sailor hat
1,man with red hair speaking into a microphone
1,a man speaking into a microphone at a public event
1,a man with his eyes closed speaks into a microphone
1,a man wearing a suit and tie
1,an older man with long hair is in a suit
1,a man and woman in a dress smiling
1,a man in a black suit and a woman in a white dress
1,a man and woman smiling while wearing suits
1,an elderly man with glasses standing outside with an open bag
1,an older man in glasses wearing a green shirt holding a bird
1,an older man in glasses holding a plastic bag
1,a man in a suit smiles
1,a bald man smiling in front of a wall
1,the man is wearing a suit and tie
1,a man with glasses
1,an older man wearing a cap and sunglasses
1,a man in a suit with dark hair and tie
1,man wearing suit and tie looking at people
1,a man is standing by a green tree and shrubs
1,asian man in grey suit and tie posing with foliage
1,a man wearing a hat and jacket standing next to a fence
1,a man with a cap wearing a white scarf on his neck
1,a man with a hat and jacket
1,a man with curly hair is making a speech
1,a man with curly hair is speaking into a microphone
1,a man in a suit and tie speaking to a microphone
1,a man is speaking in front of a microphone
1,a man in a suit and tie with his head turned toward microphone
1,"a man with a grey suit, hat and tie"
1,a man with a grey hat
1,the man is wearing a gray suit and gray hat
1,the man has brown hair
1,a man in a white shirt and hat
1,the man is standing on the red carpet in a suit
1,a man with gray hair and gray suit and tie
1,a man posing in the sun
1,the man is wearing red sunglasses
1,a woman with a smile wearing earrings
1,a woman is smiling while wearing a blue top
1,a man with an orange hat and glasses wearing a cap
1,an older man with an orange baseball cap is wearing his jacket
1,a man wearing an orange football cap and jacket
1,asian man wearing glasses and wearing a hat
1,an asian man wearing a cap and a microphone
1,a smiling man wearing a hat and headphones
1,a man biting an apple
1,man's left eye is closed
1,man with a mouth full of an apple
1,a smiling asian man with an asian flag
1,an asian man is wearing a shirt and tie
1,a man with an asian - american flag behind him
1,asian woman wearing pink shirt and glasses
1,a woman wearing pink pants
1,the man in the photo with palm trees in the background
1,a photo of a man with a palm tree in his background
1,a man in leather jacket is smiling at the camera
1,a man with a cap smiles in a photo
1,the man is wearing a baseball cap and black leather jacket
1,a woman wearing sunglasses and a green scarf
1,an attractive woman in glasses is smiling while holding a mug of coffee
1,woman wearing green scarf and sunglasses
1,a man smiling in front of a brick wall
1,man standing in front of a brick wall
1,a man in a suit with a blue shirt and tie
1,the smiling man in the blue striped shirt
1,a smiling dentist holding a blue bandage
1,a man with curly hair is speaking into a microphone
1,a man with curly hair
1,an old man with curly hair smiling
1,man standing in front of sign for utah state line
1,an older man wearing sunglasses stands in front of a road sign
1,a man in sunglasses standing in front of a road sign
1,a man with grey hair and a microphone
1,a man holding up a microphone and speaking
1,a man speaking into a microphone while gesturing
1,an older man with glasses and a white beard
1,a man with glasses and a beard speaking into a microphone
1,a man wearing glasses and a brown jacket speaks
1,an older man in a pink shirt looks at the camera
1,a man with gray hair wearing a pink shirt
1,photo of man in pink shirt wearing glasses and staring at the camera
1,an older man wearing a blue hat and scarf with the letters afge in the background
1,a man wearing a blue hat
1,man is wearing blue hat
1,the head scarf is on a woman's head
1,a woman wearing a red polka dot scarf smiling
1,a woman wearing a red polka dot head wrap
1,a man is wearing a brown hat
1,a man in a hat and sunglasses
1,a man wearing a hat and sunglasses
1,a man in glasses standing in front of plants
1,an asian man wearing glasses and a colorful shirt
1,a man with glasses and a colorful top
1,a woman wearing an orange head covering
1,a man wearing a red hat with a white scarf
1,a woman is wearing a scarf on her head
1,an older man wearing glasses and a yellow hat
1,an older man is wearing glasses and a yellow hat
1,a man wearing yellow hat and glasses with his wife
1,a man eating corn on the cob
1,a man has a surprised look on his face as he bites corn on the cob
1,a man with glasses and a black t shirt standing outside
1,a bald man wearing glasses outside a house
1,a man in glasses standing in front of a house
1,a man in a sailor outfit
1,the man is wearing a navy hat
1,a man is wearing a uniform with a hat
1,an african woman smiling at the camera with earrings
1,a woman with short black hair wearing earrings
1,an african woman with short black hair and earrings
1,a woman is posing for a photo with a man in his office
1,a man and woman with their arms around each other
1,a man and a woman are posing for a photo
1,an old man with a beard wearing glasses is looking into the camera
1,a woman is in front of a computer
1,an older woman with glasses is wearing a red shirt
1,a asian man in a white tank top standing in front of bushes
1,an older man in a u s navy hat and glasses
1,an older veteran wearing a hat and glasses
1,an older man in uniform wears glasses
1,an asian man is smiling while speaking into a microphone
1,a man in a white shirt
1,the man is wearing sunglasses
1,the man is standing outside under a tree
1,a man in a headband smiling with his arms stretched out
1,a man in a bandanna smiles while he poses for a photo
1,a smiling man wearing a headband
1,a man with a red beard
1,a man in a turban and a shirt
1,a man with a brown beard
1,an old man wearing sunglasses and a hat
1,a man with sunglasses
1,an older man wearing sunglasses and a hat
1,an asian man wearing a blue jacket with a hat
1,a man is posing for a picture
1,an old man with a black cap and glasses
0,a woman wearing glasses and smiling
0,woman in brown shirt
0,a woman wearing glasses with a smile
0,a woman wearing glasses is smiling while holding a purple flower
0,a woman wearing glasses and a flower in her hair
0,a woman with glasses and a purple flower on her head
0,the woman is wearing grey shorts
0,a woman wearing glasses with a red purse
0,a woman in sunglasses smiles and holds up her top
0,a young black woman wearing sunglasses smiling in the outdoors
0,woman in black sunglasses smiling and wearing a black sweater
0,a young girl smiling with glasses and a stuffed owl
0,a young woman wearing glasses is holding a stuffed animal
0,a woman with glasses is holding a stuffed owl
0,a smiling woman in black graduation regalia
0,a woman wearing a graduation gown smiling
0,a woman in graduation robes smiling for the camera
0,girl with glasses holding a laptop
0,a girl with glasses
0,a smiling woman with glasses in a dark shirt and necklace
0,a woman with glasses smiling at a bar
0,an african woman has painted her face with white paint
0,a young girl standing and talking with the paint on her face
0,"young african girl with bright makeup, painted face, and a large yell"
0,a man in a suit smiles in a business headshot
0,a black business man wearing a suit and tie
0,a black man in a suit smiling and wearing a tie
0,a smiling woman with glasses and a plaid shirt
0,a smiling woman in glasses looking at the camera
0,a girl with long dark hair and glasses smiles
0,a woman with blue glasses and a tie smiling
0,a woman wearing glasses has her mouth open and she's smiling
0,a woman wearing purple shirt and glasses in front of an orange tent
0,a woman in glasses is smiling
0,a woman in glasses wearing a purple shirt
0,a young woman standing behind a microphone
0,a woman in glasses gives a speech at a meeting
0,a girl with glasses is speaking into a microphone
0,a young girl with glasses looks at the camera
0,a young girl with glasses stands in a restaurant
0,a little girl with glasses and brown hair smiles
0,a man in a black hat
0,the girl is wearing glasses
0,an indian woman wearing glasses and a red shirt
0,a smiling woman with glasses is wearing a red blouse
0,a woman smiles while holding a phone
0,two young ladies smiling for the camera
0,two asian women smile
0,a woman in glasses is sitting in a room
0,a woman with glasses is sitting in the audience
0,a woman with glasses sitting in a chair looking away
0,photo of a girl in glasses inside her car
0,a young woman with glasses in the driver's seat
0,a young woman is smiling as she rides in a vehicle
0,an asian woman wearing glasses and a black sweater
0,the woman is wearing glasses and a black jacket
0,a woman wearing glasses with a happy face
0,girl smiles in sunglasses
0,a woman with short blonde hair
0,a woman with glasses is smiling
0,a woman wearing an ornamental headpiece
0,the woman's hair is long
0,a girl in pink
0,woman with black sunglasses
0,a young woman wearing sunglasses with her head turned
0,the woman is wearing a jacket and sunglasses
0,a asian girl wearing glasses smiling at the camera
0,young girl wearing glasses and a plaid hat
0,a girl with glasses smiles while wearing a blue hat
0,a woman and a man posing for a picture
0,man is wearing glasses
0,a woman holding a baby boy
0,the photo of a woman in glasses with her hands behind her head
0,a woman in glasses looking at the camera
0,a woman wearing black glasses is sitting and looking away
0,the boy is holding up a mustache
0,little boy has a black mustache with glasses on
0,an older boy wearing sunglasses and a mustache
0,woman smiling at camera
0,"a girl with long, red hair"
0,a smiling woman wearing a black shirt
0,a man with a red bob and glasses
0,a man with a beard and red hair in glasses
0,a man with long red hair and glasses
0,a girl wearing glasses and a blue shirt smiling
0,girl smiling in front of a red wall
0,a young woman wearing a hat
0,a girl wearing a yellow hat with stars on it
0,a woman smiling while standing next to many people
0,a smiling woman with glasses
0,a woman wearing glasses is smiling and holding a fruit
0,girl at a fair in glasses and face paint
0,a girl wearing cat face paint at an event
0,a small girl has cat ears painted on her face
0,a young woman is smiling and holding a sign in front of posters
0,a girl is smiling while standing in front of a poster
0,a woman with red and blue lips wearing black glasses is talking
0,a young girl is posing for a picture
0,young woman wearing white shirt
0,a young girl is posing with a cell phone in her hand
0,a man in glasses is smiling while standing in a field
0,man smiling in a white shirt and glasses
0,girl with short braids
0,two young girls with glasses standing on one side of each other
0,a smiling girl wearing glasses posing with another girl
0,black woman with green shirt
0,woman holding a cell phone in her hand
0,a woman in a graduation cap and gown
0,a woman wearing a graduation hat and glasses
0,woman in glasses with her baby
0,a woman holding a baby in a chair with a dog laying down
0,the woman has glasses
0,a woman wearing glasses smiles
0,a young woman with curly red hair smiling
0,a woman wearing glasses and a red top
0,a young woman smiles for the camera with glasses
0,a girl smiling while wearing glasses
0,a woman smiles while wearing glasses
0,an asian woman with glasses looking into a camera
0,a woman with glasses smiling for a photo
0,a woman wearing glasses with a smile on her face
0,a woman with blonde hair wearing glasses and a pearl necklace
0,a woman with glasses is smiling in a gray background
0,a woman with red hair and glasses posing
0,a woman with short hair and glasses posing at a red carpet event
0,a girl wearing a hat
0,a girl wearing sunglasses
0,a young lady wearing brown glasses with brown hair
0,a woman in a black and white dress and purse
0,a woman with short black hair
0,a woman with short black hair
0,"boy with glasses, wearing a bow tie and shirt"
0,a boy with glasses wearing a red bow tie
0,a young boy wearing glasses and a bow tie
0,woman with glasses
0,a man smiling holding a beer and a plate of food
0,a young woman singing into a microphone
0,a woman singing with her mouth open
0,a young woman in blue cap and gown smiling
0,a girl in a blue cap and gown smiles
0,young woman wearing blue graduation cap and glasses
0,people holding pizza slices
0,the woman is wearing glasses
0,a woman with brown hair
0,a woman with glasses singing into a microphone
0,a woman with glasses on in a blue dress is singing into a microphone
0,a woman with glasses singing into a microphone
0,woman smiling with glasses on in front of a building
0,a young woman wearing glasses with a smile
0,a woman with glasses and smiling
0,woman wearing a black t-shirt
0,a woman has curly hair
0,a girl with a black shirt and a frisbee
0,a woman smiling next to water and a boat
0,woman in glasses and blue shirt wearing a smile
0,a young girl with red face paint with a cat mask
0,a woman with glasses and holding up a medal
0,an image of a girl with glasses holding up a medal
0,a girl in glasses wearing a medal and a white shirt
0,young girl wearing a hat and glasses
0,a young woman in glasses and a white top smiling
0,the two women are smiling
0,a woman with glasses
0,a young woman with purple eye makeup
0,the face of a woman wearing eyeballs on her face
0,a young lady with black hair is smiling and holding a black and white mouse
0,woman in glasses is wearing a red sweater
0,woman wearing a yellow top
0,a woman in graduation hat and cap
0,a smiling woman in a graduation hat and gown
0,a woman with long dark hair and smiling at the camera
0,a woman with black hair and glasses standing in front of a gray background
0,a woman with glasses standing in front of a grey background
0,a girl in glasses and glasses wearing nose piercing
0,two women smiling for the camera
0,two women wearing glasses and smiling together
0,a woman and a young girl posing together in front of snow
0,a young girl smiling at the camera
0,a girl with glasses standing near people in a crowd
0,a young girl wearing glasses poses for a photo
0,a black woman with glasses sitting and smiling
0,a smiling woman with glasses sits next to a microphone
0,a young woman wearing glasses and a gray shirt
0,a young woman in a scarf poses for a picture
0,a woman in a headscarf smiles for the camera
0,a woman in glasses and scarf smiles for the camera
0,a woman with red hair wearing glasses and a black shirt
0,a woman in glasses posing at the top
0,a young girl with brown hair is smiling
0,a girl in glasses smiles and holds her nose
0,a young woman smiling while wearing glasses
0,a woman with glasses and red hair smiles at the camera
0,a woman with hair that is pink
0,a woman with pink hair smiling
0,woman in a blue bikini
0,woman wearing a pink shirt
0,two young women on a boat
0,young girl in purple shirt with glasses
0,the girl is smiling
0,a young girl with red hair sits on the bench
0,a young boy wearing glasses is giving a speech
0,a boy in glasses speaks into a microphone
0,a boy is speaking into a microphone and holding up his hands
0,two women smiling for a photo
0,a woman with a red scarf and glasses smiling
0,a woman and a man with glasses and a red shirt
0,the smiling woman in glasses wearing a shirt
0,a woman smiles while wearing glasses
0,a young woman wearing black glasses
0,a woman with short red hair
0,a girl in glasses with red hair looking to the side
0,a woman with glasses smiling with her daughter
0,a young girl poses with a smiling woman
0,a young girl posing for a photo with her mother
0,a woman in black with red hair and earrings
0,the woman has long hair
0,a woman with red hair posing for a photograph
0,a smiling woman with brown hair and glasses
0,a woman with brown hair wearing glasses and a hat
0,a woman with glasses and a purple shirt smiling
0,a woman smiling in front of a photo of herself
0,a woman wearing sunglasses is smiling with a girdle in her hand
0,a girl in a striped shirt smiles in front of a bridge
0,a young black woman with glasses smiling
0,an african american woman smiling in glasses
0,a woman in a sunhat and sunglasses on a lawn
0,a woman with a hat
0,a cowboy hat is on the woman's head
0,a brown cowboy hat
0,the woman is wearing sunglasses
0,a woman wearing glasses is smiling at the camera
0,a woman with blonde hair and glasses is smiling
0,a man wearing glasses
0,a man is wearing eye glasses
0,a man looking away
0,man with glasses smiling with trees in the background
0,a man wearing glasses and black shirt standing with a tree in the background
0,a woman with glasses and a shirt smiling
0,a woman in glasses with short black hair
0,an african woman smiles while wearing a headscarf
0,woman wearing glasses and a turban in front of a crowd
0,"sarah taylor, a member of the nfwd and author of 'empowerment"
0,the woman is smiling with black lipstick
0,a woman smiling with glasses on and lipstick on
0,a smiling woman in glasses with black lipstick
0,the woman has glasses and is smiling
0,a man and woman smiling in a forest
0,a woman in glasses and a man wearing glasses
0,two girls smile and pose for the camera
0,a young woman wearing glasses poses for a picture
0,two girls wearing glasses and smile for the camera
0,a woman dressed up in horns and black makeup
0,a woman with horns and long black hair sitting and wearing horns
0,a woman with black horns and a horned crown
0,a smiling woman with glasses is holding a plate of potatoes
0,a woman wearing glasses holds up a plate of muffins
0,a young woman wearing glasses with hands raised
0,a girl holding up her arms while on the beach
0,a smiling woman in glasses is showing her arms
0,a woman wearing glasses and a headset
0,a woman with glasses stands in front of a microphone and looks up
0,a woman wearing glasses with a microphone
