label,generated_text
2,a man holds a fish on a wooden bench
2,a man with a fishing rod standing by a lake
2,the chair is positioned so that you are fishing in a secluded river
2,a man in a white chair is fishing on a river
2,a man fishing with his fishing rod and the water
2,a man holds his rod while fishing at the ocean
2,man holding a fishing rod in the water with a bird flying around
2,a boy sitting on a rock and holding a fishing rod
2,johnson catching a fish in the pond
2,a young boy holding a fishing pole in his hand
2,a woman in bikini and hat holding a fish
2,woman in bathing suit fishing in the ocean
2,an older woman in a green bikini catching fish
2,two men sitting on a wooden dock fishing
2,two men sit on a dock fishing while one person walks along the dock
2,two men sit on a wooden pier and fish
2,an older man standing on the shore of a lake fishing
2,an older man fishing in a lake
2,a man fishing in a lake
2,man standing in the ocean with a fishing rod
2,a man in striped shirt is fishing in the ocean
2,a man stands in the ocean fishing with a fishing rod
2,one man is fishing in a small boat
2,people in a boat on the lake with fishing pole
2,fishing boat on the river
2,fly fishing on the beach
2,a man fishing in the surf
2,fishing on the texas coast
2,people on the beach with the word fish in the foreground
2,the fisherman are standing on the beach with a net
2,a woman standing next to the water holding a fishing rod
2,a woman is fishing in a pier in miami beach
2,a woman fishing on the side of the water
2,the father and son are fishing in the lake
2,a man with a fishing rod holding another man in the water
2,a boy and a man holding a fishing rod
2,fishing at river in the mountains
2,a man is standing on a rock and throwing his fishing rod
2,a man in green t shirt is fishing
2,a woman holding a fish in the ocean while someone else stands on the boat
2,a couple is standing on a boat with two fishing nets
2,fishing in the wild roebuck bay area
2,"a woman is sitting on a rock near the ocean, fishing"
2,a woman is sitting on a rock and fishing
2,a woman sitting on the rocks fishing
2,a man on the beach holding a fishing rod
2,man fishing on the beach
2,man fishing at the beach on a hot day
2,a man fishing in a boat on the water
2,a man fishing in a small boat with a rod
2,fishing for salmon on a boat in the lake
2,a woman in a hat and straw hat is fishing near a river
2,woman fly fishing in a rural area
2,person fly fishing by a pond with plants around
2,two men standing on the back of a boat fishing for tuna
2,two men on a boat holding a large fish on their rods
2,a man is fishing in the water with his fishing rod
2,a man standing in the water holding a fishing rod
2,a man holding fishing rod while standing in water
2,a man wearing camouflage standing in a lake with a fishing pole
2,fishing on the beach
2,man fishing in the ocean
2,a man is fishing in the water at the beach
2,fisherman in a stream in a small town
2,a fly fisherman standing in the water by a mountain
2,a man is fly fishing near snow capped mountains
2,man fishing in a lake
2,fishing a lake at sunrise over a hill
2,fishing on the lake from the boat
2,fishing on the xingtai river
2,an elderly man sitting near a lake fishing
2,the fisherman with his bait in the water
2,boy fishing with fish in a river
2,a boy is fishing with his finger on a rock
2,young boy fishing in the river
2,a man fishing off the cliffs of rocky ocean
2,a man is standing on a rocky shore line with a fishing rod
2,fishing near the coast of krk island
2,two people are fishing on the back of a boat
2,two men fishing from a boat on the water
2,a person fishing with a pole in a lake
2,fishing for fish in the evening at the lake
2,fishing by the lake during a beautiful sunset
2,a man in black hat standing in the river with a fishing rod
2,a man is fishing in the water with a rod and a hat
2,a man in shorts and hat fishing on a river
2,a man holding a fishing pole in a pond
2,a man stands on a sidewalk with his fishing pole next to a lake
2,a man holding his fishing pole near a lake in central park
2,a man on the beach fishing with his friends
2,a man is holding a fishing pole on the beach
2,a man with his surfboard and fishing rod on the beach
4,karting racing at orlando indoor karting
4,go-kart racing at the speedway - speedway go karting
4,some kids go karts racing on a track
4,four cars racing around the track
4,several cars are racing on a track
4,gtr race cars on a track with tents and flags
4,a person in red riding in a kart on the raceway
4,man racing in karting gear
4,a nascar car driving on a race track with people watching
4,nascar racer leads at turn 4 on the final lap
4,a nascar race car turning on a track
4,a person riding a green bike on a race track
4,a motorcyclist is racing around a track
4,an image of a yellow race car going down a curve
4,people riding motorbikes on a race track
4,some cars are racing around an oval
4,a race car at a race track
4,a person in a red outfit in a racing car
4,go - karting races at a large indoor facility
4,nascar cars are racing in a track
4,nascar race cars race around a track
4,four nascar racing cars are in a race
4,honda civic sr5 at the 2015 person drag races
4,a yellow race car is racing on the track
4,racing cars going around a track
4,a motorcycle racer is turning the wheel on a track
4,a person riding a motorcycle on a racetrack
4,"go karting is a sport that anyone can play, whether a seasoned racing professional or first-timer"
4,go kart racing for the disabled in greensboro
4,an image of a person in a red go - cart racing
4,a racing car driving around a track
4,a race car drives on a track with green grass
4,three people racing go karts in a track
4,a group of motorcycles on a race track
4,racers on motorcycles racing down a track in the wind
4,"yamaha mro race in athens, georgia"
4,motorcyclists and cars at an international racetrack
4,a person racing on a large track
4,a man driving a kart around the race track
4,nascar cars on track during a race at a racetrack
4,the nascar race at daytona beach circuit
4,the crowd watches the nascar race
4,go karting - race in a city near you
4,the racing go - karts are racing down a street
4,the kart races are in progress at a race
4,some people drive racing karts around a race track
4,two people in racing go - carts drive along a track
4,four go karting racers driving around a track
4,two people race around a track on go karts
4,porsche 917 ls racing at the 1970 bdsf race
4,porsche 959 race car
4,a racing car on a race track
4,man on motorcycle racing down a track at ducati world championships
4,a racer is turning his white motorcycle on a track
4,a motorcycle racer in white helmet and jacket in a race
4,two motorized race cars in motion
4,a racing car in a race track at night
4,a racing car driving on a track at night
4,go karting race on a track
4,a group of people racing karts on the track
4,a kid is racing go - karts at a racing facility
4,a small white mini cooper is racing along a race track
4,a porsche in the dark driving on a racetrack
4,two cars racing around the track at night
4,a race car driving on the race track at night
4,motorcycles race around a track with flags and motorbikes
4,motorbikes race on a racing track with flags and a flag
4,motorcycle racing on a track with italian flags
4,a race track with go karts
4,racing karts on a track
4,go karts in a race on a track
4,a driver on a go - kart going down a racetrack
4,two racing karts are turning on the road
4,two racers on karts with helmets on
4,a motorcycle racer on a motorcycle on a road
4,the red bull supercross califa grand prix racers
4,a racer on a red motorcycle rides down the race track
4,go-kart racing for beginners - best of st johnsbury
4,"october 18, 2011 – it's back go karting season w/ hmi racing in green bay"
4,cars racing on a track
4,four cars racing through the turns of a race
4,the detroit auto race club hosted the 2015 detroit international speedway
4,a kart is being driven on a kart racing course
4,a person driving a race go-kart on a track
4,a bunch of motorcycles race at a track
4,a group of motorcycles is racing on a track
4,several motorcycle racers on a race track
4,ice atv racing on the ice
4,atv racing at the snowplex
4,a motorcycle racing round a curve on a track
4,a person riding a motorcycle around the race track
4,a motorcycle racer leans on the turn at a race
4,a person is racing in a go kart track
4,two hour go kart racing event for two at detroit indoor go karting center
4,the orange race car is moving on a track
4,an orange racing car on the track
4,a race car going around the track in an orange color
4,driving a car on a race track next to trees
4,people are watching a racing car while others take pictures
4,people at the track watching the race cars go by
4,racing on the track at night with mist in the air
4,a racing car driving through the rain
4,a man driving a classic red race car on a track
4,racing cars racing on a track on a grassy field
4,a racing car on a race track
4,blue racing car on track
4,a bunch of people watching a race
4,a group of racers racing go karts
4,a group of people riding in a kart race
4,go karting races in the city
4,a car driving down a track in an orange race
4,a racing car is driving along a track
4,racing karts with two kids in the corner
4,two racing go - karts racing around a track
4,two people racing karts on a grassy track
4,racing car on the track in a green field
4,"a race car on a race track, driving on a track"
4,tds world superbikes tour at new ark road race track
4,three motorcyclists racing on a track together
4,a person on a go kart racing down a path in a racetrack
4,a man rides a kart racing through an outdoor circuit
4,the driver of a race car drives on the track
4,a group of people on go karts driving in an indoor race
4,a man driving a red kart through a race track
4,a motorcycle rider leans down on a curve in a race track
4,five motorcyclists are racing and falling over
4,a group of motorcycle racers in action during a race
4,the racers are riding on a track and are going very fast
4,the car racing track with cars and spectators at the top
4,the start of a race at the track
4,a racecar is coming down the track at night
4,motorcyclists on track on a race track with people watching
4,two people are on motorcycles racing on a racetrack
4,three motorcyclists racing on a track with a red and green stripe
4,a man and woman are racing in a go kart
4,a couple of people on go karts racing on a road
4,racing go kart at the road racing association in swindon c/o mts sports
4,a red bull driving on the race track
4,red bull racing cars on the track
4,a red bull race car on a track with a mountain
4,porsche 919 gt3 rs races on a wet race track
4,a white race car racing on a track
4,porsche 997 carrera gt3 s raced in germany
4,the people watch as race cars go around the track
4,a large race track in las vegas with lots of people
4,a view of the nascar race from the pits
4,kids driving go - carts at a race track
4,a race car driving down the race track with cars
4,the bmw dtm racing team drives into the finish
4,jaguar electra races down the street
4,a green race car going down a track at the race
4,a vintage car is driving down a race track
4,an old classic car is being driven on a racetrack
4,a man is racing in a small go - kart
4,a race car goes through a curve on a foggy track
4,an image of cars racing down a track in the rain
4,race cars driving down a road during a rainstorm
4,motorcycle racer at the round of july 2018
4,a race car driving on a bridge
4,a racing car on a highway next to a golden gate bridge
4,a racing car goes down the road near the golden gate bridge
4,the cars begin to line up for the nascar race
4,the nascar cars are racing on the track
4,race cars lining up in a track
4,a motorcyclist racer on a red motorcycle near a crowd
4,kart racing at the kart racing in vienna
4,an image of race cars driving down a street
4,a motorcyclist going down the track on a race bike
4,the racing motorcycle rider turns on a track
4,a motorcycle racer riding a motorcycle on a road
4,a man on a motorcycle racing through a street
4,two old cars go through the turns in a race
4,some cars going down a drag race track
4,old cars driving on a race track
4,a black and white racer is racing his vintage bike
4,a person riding a motorcycle around a race track
4,a race car driving down the street with people on the side of the street - stock image
4,two motorcyclists racing in the snow
4,two motorcycle racers on snow covered tracks
4,two bikers racing down a snowy slope
4,go karting in a race
4,a man on a go - karting race with other riders
4,three people racing a karting race on a track
4,a group of people racing go - karts at an indoor track
4,a motorcycle racer turns around a corner on a blue course
4,a motorcycle driver racing around a bend on a blue street
4,a motorcycle racer on a twisted road with blue fences
4,three people go karting together in a race
4,men go karting in a race
4,people driving go - karts in a race
4,four go karts race around a track
4,a young boy in a racing helmet racing a go kart
4,a group of people racing in kart racing
4,a boy riding a go - kart on a race track
4,a racing go - kart at the track
4,a black race car traveling down a race track
4,a race car is driving on a race track
4,an open racing car traveling around a race track
1,the man is diving into the swimming pool from a tall water slide
1,divers and a military member practice diving in water
1,a group of scuba divers in a blue tank
1,scuba divers swimming over corals
1,scuba diving on coral reefs in sharm el sheikh
1,the boat is on the water and there are two scuba divers
1,three scuba divers in the water in an engine boat
1,a man is diving into a lake
1,the scuba diving team is getting ready to swim on the boat
1,divers in the water
1,a scuba diver is suspended from a rope in the ocean
1,a person with a dive mask in deep blue water
1,a woman diving into the pool
1,girl diving from the diving board
1,diving into the wreck of the person
1,man in diving gear in the water
1,divers dive amongst coral reefs
1,divers and corals in the tropical ocean
1,"divers dive with coral reefs near kuala lumpur, indonesia"
1,two divers in scuba gear in a confined water
1,two divers underwater while others on the side
1,two people diving on top of an under water raft
1,a diving male with a suit on in the pool
1,divers performing dives underwater
1,a diving man on his back in the pool
1,a scuba diver using a buoy to collect seawater
1,"a person dives into the sea, with a laptop in the water"
1,a scuba diver and fish in the blue water
1,man in a diving mask
1,a group of divers are underwater in a cave
1,a person diving into an opening in the rock
1,two divers in blue water in a dark cave
1,a girl in the air on the high dive in a pool
1,senior diver wins gold in scholastic meet
1,a woman in a diving ring is on top of the water
1,a person dives with camera into the water
1,a scuba diver floats over blue water
1,divers swimming in the deep blue sea
1,a man in a wet suit diving into the water
1,a female swimmer diving over the top of a pool
1,male diver does a handstand while swimming in the pool
1,a man doing a hand dive in the pool
1,an underwater person is diving around some orange corals
1,diving through a coral reef in tropical waters
1,a woman scuba dives amongst yellow corals
1,"scuba diving underwater, over a green seabed"
1,a diver is floating underwater in an underwater cave
1,underwater photo of a scuba diver swimming underwater
1,divers waiting in the water
1,person and her diving equipment on the ocean floor
