label,generated_text
1,a man in glasses is smiling
1,a man with headphones and sunglasses wearing a shirt and jacket
1,a man in headphones wearing a blue shirt
1,a man with a headset and glasses
1,a smiling man wearing glasses and a suit
1,a man with glasses wearing a suit and smiling
1,a man wearing a blue suit with glasses and a smile
1,the man's helmet is made of white plastic
1,a man with a helmet
1,a woman with long dreadlocks looking out at people
1,an african american woman in a red top and white blouse standing outside
1,a woman with dreadlocks on her hair smiling
1,a man in a red shirt with black hair
1,a man wearing a red shirt and tie
1,a man in a red and black jacket is looking for a camera
1,a man in a cap smiling at the camera
1,a man in a hat and shirt is smiling
1,a man wearing a cap and brown t shirt standing
1,a bald man in sunglasses standing in front of a cathedral
1,a man in sunglasses poses for a picture outside a cathedral
1,a man is standing in front of a large cathedral
1,a man with glasses standing outside in a city
1,"a man in glasses, standing with his arms crossed"
1,an older man with glasses standing outdoors
1,bald man wearing sunglasses
1,an older man with sunglasses standing near a sign that says ibi adventures
1,a man in sunglasses wearing a baseball cap and a hat with a tree in the background
1,a man wearing a suit next to a mask
1,a man with hair and tattoos poses next to a mannequin
1,a person holding a bun
1,this guy eats a pizza
1,a man is standing in the middle of a busy street
1,man in black shirt standing on the street in a city
1,a man wearing a checkered shirt
1,a man is holding a ham and cheese sandwich
1,a man smiling and talking
1,three women smiling
1,a woman with brown hair
1,three women on the bench
1,a man wearing a military outfit
1,a man standing under two blue umbrellas
1,an older man in a uniform with an umbrella
1,a man with a beard in a dark jacket talking
1,the man with beard and glasses gives a lecture
1,a man with a beard and a blue shirt in an orange room
1,the man has short grey hair
1,man smiling at camera holding pizza
1,a man smiling at a dinner plate
1,a man in a suit speaking with two microphones
1,a man in a suit and tie sits in front of microphone
1,a man with long hair sits at a microphone
1,a man with a beard and glasses on his head
1,a man in a black t-shirt is speaking
1,man with blonde hair and beard holding a small handwritten sign
1,man with grey hair in a suit sitting at a microphone
1,an image of a man in a suit speaking into microphone
1,a man with a tie standing behind a microphone
1,a man in suit and tie gestures his finger to the camera
1,a man in a suit is speaking to an audience
1,a woman smiling outside with blonde hair
1,a woman smiles while walking on the street
1,woman with blonde hair and smiling
1,a man smiles for a picture in front of a light
1,a man in black and a man in a blue jacket
1,an older man wearing a blue hat and medals
1,an old man with medal in his hands is talking to another man
1,a man in a baseball hat and a medal
1,a man wearing sunglasses smiles for the camera
1,a man in a hat and sunglasses standing in front of a christmas tree
1,a man wearing a hat and sunglasses on his face
1,a woman with white hair is smiling next to another woman
1,the woman with grey hair smiles with her daughter
1,the man is wearing sunglasses
1,man is wearing a green and white striped shirt
1,man is wearing glasses
1,a man in a military uniform in front of a hat
1,a man in uniform wearing a hat poses with another person
1,a man wearing military attire and hat
1,an older man with an orange baseball cap
1,an older man in an orange cap wearing a jacket
1,a man in an orange baseball cap is wearing a leather jacket
1,a man with glasses sits in front of a window
1,a man in a suit
1,an older man wearing a brown jacket and purple tie
1,a man in uniform is standing up and looking at the camera
1,a man in uniform with a hat and suit
1,a man in an air force uniform standing near a tree
1,man wearing a helmet and looking to the side
1,a man wearing a safety helmet
1,man with helmet and gloves
1,an older man dressed in red and gold costume
1,a man in costume with gold and red feathers
1,the man in red feathered costume is smiling
1,"a man in a suit, speaking into a microphone"
1,a man with glasses is wearing a suit and tie
1,a man is speaking into a microphone
1,a man wearing a leather jacket and cap
1,a man in a brown leather jacket and hat
1,the man is wearing a leather jacket and a hat
1,a blond woman in a black jacket smiling
1,a man with a beard smiling
1,a man smiles at the camera with his mouth open
1,a man wearing a black shirt smiling for the camera
1,a woman with red makeup is holding her chin up
1,a woman in a traditional asian costume
1,the woman has dark brown hair
1,man has white teeth
1,a man and woman standing next to each other
1,a man in a suit talking to the camera
1,"a man speaking at a conference, with blue background"
1,a man in suit speaking into microphone
1,the man in sunglasses wearing a hat
1,a man in sunglasses posing for a picture
1,a man smiling at the camera wearing sunglasses and a baseball cap
1,an older man with glasses and a suit
1,a man with glasses and a suit is sitting at a table
1,a man with glasses and a tie sits in a chair
1,man's white helmet has green on it
1,man in glasses with bicycle
1,two men wearing bicycle helmets
1,woman is wearing a yellow and orange head scarf
1,a woman in a orange head scarf with a wide smile
1,a man with curly hair speaking into a microphone
1,a man in a suit and tie holds up a microphone
1,man in a white shirt speaking into a microphone
1,a man holding a girl and two flowers
1,a man in a red shirt with a young boy
1,a man in glasses and a suit is speaking to microphones
1,a man in glasses and a black suit in front of a microphone
1,a man in glasses with a blue suit is speaking
1,a man wearing a shirt and tie
1,a man in a white shirt and tie standing outside
1,a man in a suit with glasses and talking
1,a man is standing next to a blue background
1,a man in a suit is talking about something
1,a man in a white shirt stands with his hands on his lap
1,a close up of a man in suit and tie speaking
1,a man is holding a microphone while holding his hand
1,man in suit looking at camera
1,a man standing in a market
1,a man wearing glasses with a tie in a store
1,man wearing glasses standing in front of a bakery
1,"a man in a white shirt, tie and jacket sitting in a meeting"
1,a man presenting a paper
1,a man in a tie speaking
1,an older man in a blue shirt smiling and standing
1,a man smiling and holding a blue shirt
1,a man in an official uniform
1,a man in red turban and a military uniform
1,an indian man wearing a turban and a red uniform
1,he is smiling and holding a banana
1,a man with glasses sitting on a couch
1,a man is smiling and wearing a hat
1,a man with a hat sitting at an event
1,a man with a black hat
1,asian man in red shirt
1,man with short hair and white shirt
1,a man wearing a red shirt and white beard
1,a man with glasses and a blue and yellow hat smiling
1,the man is wearing a blue hat and sunglasses
1,an older man wearing a beanie at a demonstration
0,a woman in white head scarf smiling for the camera
0,a woman wearing a white head scarf and sitting down
0,a young woman wearing a hijab and sitting on a couch
0,a woman smiling in glasses
0,a girl in glasses
0,a young girl with a flower on her hair
0,a woman in a hat
0,girl in green jacket
0,a woman is holding a bowling ball with a bat
0,a woman with blue shirt
0,man is holding a black headband
0,a black woman
0,a young woman with glasses sitting down on a desk
0,an image of a young girl in glasses staring off into the distance
0,a young woman in glasses in front of the computer
0,a girl with short hair in a red top
0,the girl is smiling
0,the girl is wearing a red bikini
0,a young woman with glasses and a small stuffed animal on her shoulder
0,a young girl holding a stuffed hedgehog
0,"girl with hula hoop, smiling with mouth open and hands held"
0,a young african woman making a face
0,a person holding a white pom pom
0,a young woman is holding an umbrella on her shoulder
0,a woman wearing sunglasses while holding up her hand
0,an image of a smiling black woman in a suit
0,photo of african-american woman with afro hair
0,a smiling young woman with an afro hair style
0,a young boy is holding an apple in his hand
0,boy with glasses showing the world what he can do with a piece of candy
0,the boy is holding a cookie
0,asian woman with glasses and a smile
0,the smiling woman in glasses is wearing leopard shirt and red lipstick
0,"samantha lee, associate professor of human biology"
0,a woman with brown hair and glasses
0,a woman with glasses
0,woman posing outside wearing glasses
0,"a woman in carnival costume, wearing bright green feathers"
0,a young woman in bright green with a blue dress and a feathered headpiece
0,germany national team portrait
0,a man wearing a soccer jersey is smiling
0,a young man with a light blue shirt
0,a man in glasses smiles with his arms spread
0,a man is smiling for a photo next to a bridge
0,a smiling black woman with curly hair
0,a woman with glasses in front of a crowd of people
0,woman wearing glasses
0,brown hair on woman
0,a young girl with her head on a board looking towards the camera
0,a girl laying on top of a wooden deck
0,a young girl smiling while laying down on the wooden deck
0,a woman in a red hat smiling with glasses
0,a woman with a red beanie is sitting in a chair
0,three women wearing google hats
0,a woman wearing google glasses and a hat
0,a woman is eating a hamburger in the park
0,woman with short blonde hair
0,a girl smiling at a hamburger
0,a guy holding an orange drink up to his mouth
0,a man holding a white kilo of hotdogs in his hand
0,a woman in glasses outside
0,smiling woman standing outside
0,a woman in glasses smiling
0,young girl with glasses and bow wearing a pink shirt
0,little girl smiling in blue dress
0,a girl with glasses and a pink top and skirt is posing for a picture
0,a woman wearing glasses smiling in front of a table
0,a woman smiling at a table with balloons and other items
0,a woman wearing glasses is smiling while holding flowers
0,a woman in glasses is laughing
0,the young woman has on a lil black cap
0,the woman is laughing
0,the girl's hair is curly
0,a group of four young women standing together
0,a young girl with curly hair
0,a smiling woman with glasses stands in front of the water
0,a woman smiling at the camera
0,a woman is wearing glasses
0,a young girl with a yellow shirt and brown hair
0,two smiling girls next to each other
0,woman is wearing a yellow dress
0,the woman has an afro hairstyle
0,a close up of a black woman smiling
0,a woman wearing glasses and a striped shirt
0,a woman with pink hair wearing glasses
0,a woman with glasses
0,a woman with dark hair and green hair
0,cosplay girl with brown hair
0,young smiling man in a hat with white logo
0,a man in a hat and shirt wearing the name of john
0,a young man wearing a red shirt posing for a picture
0,a young man wearing a red and white shirt
0,a close up photo of a man wearing a red shirt
0,a woman with a white hair
0,woman wearing pink scarf
0,a woman with long brown hair
0,a man with glasses wearing a graduation cap
0,"man in cap and gown, with glasses, grad photo"
0,a male graduate wearing a cap and gown
0,a woman in black and white smiling in front of the camera
0,a woman smiling with earrings and a necklace
0,an african woman with long hair posing for a photograph
0,a woman smiling while holding a small child
0,a woman in glasses with a smile
0,woman smiling and holding a baby
0,woman wearing sunglasses with glasses
0,a woman with sunglasses and holding a frisbee
0,a woman wearing sunglasses with her hair up and a cigarette
0,a girl's portrait with a yellow shirt
0,a young female soccer player wearing yellow and white
0,a woman and an older woman standing in front of an amusement park
0,the smiling woman is at the amusement park
0,a white shirt on a woman
0,woman with hair
0,the women in black dress
0,a woman with curly hair wearing sunglasses
0,a woman with long brown hair wearing sunglasses and a red shirt
0,a boy is smiling in a gold t - shirt
0,young boy is smiling while at an event
0,a woman wearing glasses sits in front of a table
0,irene maatsch - data & science manager
0,a young woman smiling at the camera
0,a girl is standing near a computer with a smile
0,a young girl wearing a jacket and smiling
0,the girl is wearing a jacket with blue and black stripes
0,a woman and man pose for the camera with a glass of wine
0,two women sitting down
0,a woman is drinking beer at a table
0,girl in sunglasses with green and blue colored paint on her face
0,girl with sunglasses and makeup on her face
0,a girl in sunglasses with holi paint on her face
0,a woman wearing glasses wearing a crown
0,the smiling guy with glasses looks out on green foliage
0,blonde woman with glasses
0,a woman eating a burger
0,a woman is wearing glasses and a red scarf
0,a young woman in glasses poses for a picture
0,a woman with glasses smiling
0,a woman wearing glasses poses for a picture with her arms folded
0,an indian girl holding a flower bouquet
0,a young woman wearing glasses is smiling at the camera
0,a young woman in glasses is smiling in front of a gray wall
0,"a girl wearing glasses, smiling for the camera"
0,a woman with long black hair
0,the woman has black hair
0,a woman with long hair
0,"the man's long, red hair"
0,the man has red hair
0,a woman with glasses is smiling with a poster of a project
0,a woman smiling and holding a sign
0,a woman in glasses holding a paper in front of her
0,a young man smiling for the camera wearing a blue shirt
0,a close up of a man smiling with blue shirt on
0,the woman has dark hair
0,two women in a restaurant
0,a woman with a tattoo
0,a woman with glasses on
0,a young woman is smiling at a photo
0,a smiling woman wearing a white dress
0,a woman wearing a dress standing next to a body of water
0,a young girl wearing glasses holding her medal
0,an image of a woman with glasses holding up a medal
0,a young girl with glasses is holding a medal
0,a girl with tie dye painted hair smiling
0,a young girl smiling with face paint on her head
0,a young girl with colorful face paint sitting in a chair
0,a black woman with brown hair is smiling
0,a woman with dark hair and earrings
0,a close up of a young woman wearing glasses
0,a woman in glasses is smiling with red hair
0,a young woman with red hair and glasses
0,a woman with glasses
0,a woman in glasses with her pink shirt on
0,woman with glasses and long hair
0,a smiling woman wearing glasses and a black shirt
0,a woman in glasses smiling for a camera
0,a woman with glasses wearing a blue and green shirt
0,a young girl is smiling in a pink shirt
0,a young girl with a smile on her face
0,young girl smiling with a sock monkey on her nose
0,this man is looking at the camera
0,a man wearing a black tie
0,a man in a suit with a tie
0,young girls are smiling
0,a woman with curly brown hair smiling
0,a woman with curly hair smiling in front of a window
0,a close up photo of a woman with glasses on
0,a female with red glasses
0,a young girl in glasses smiling at the camera
0,a young girl smiling in front of a crowd
0,a girl in glasses and a shirt standing by people
0,a woman wearing purple glasses on her nose
0,a woman in glasses is looking at the camera
0,woman holding white dog
0,a woman holding a small white dog
0,a girl wearing eyeglasses and a red tie
0,the girl is wearing orange glasses
0,a young girl wearing glasses and a shirt with a rafael de la hoya tie
0,the woman is wearing glasses
0,a woman and girl in purple shirts
0,a small girl wearing glasses next to her mother
0,a woman sitting down
0,the woman has glasses
0,a woman smiling
0,a man and a woman standing outside on a snowy day
0,man wearing glasses
0,man wearing black jacket
0,a man in black robe and cap is smiling
0,a man in a graduation gown smiling
0,a woman with dark afro wearing glasses
0,a girl is smiling with a man
0,a young girl in glasses
0,the little girl is wearing purple glasses
0,two girls smiling at camera in orange light
0,three young women on an orange background
0,two girls in a black shirt posing in front of a orange background
0,young women with glasses pose for the camera
0,a woman is holding a young girl and smiling
0,a woman in glasses with a necklace and a scarf
0,a man and woman posing for a picture
0,man has a graduation cap
0,woman with colorful face
0,a woman with red hair and glasses embraces another person
0,a woman hugs an elderly man wearing glasses
0,woman hugging man with red hair and glasses
0,a woman in a black and white dress
0,a woman with a flower printed shirt
0,a woman in glasses smiling and wearing a shirt
0,a smiling woman in glasses and a white shirt
0,an african american woman in glasses with a smile
0,a little girl with glasses and a tie is talking to the camera
0,a young girl standing at the podium with glasses
0,an indian girl wearing glasses is standing in front of a microphone
0,two women smiling
0,the woman has short hair
0,woman has on pink top
0,a woman smiling with her arms crossed
0,a woman is wearing glasses
0,a woman wearing black glasses
0,a woman with glasses smiling in the grass
0,an african woman wearing glasses and a turban smiles for the camera
0,a woman wearing glasses is smiling in front of a crowd
0,a young african woman with glasses smiling
0,a woman looking at camera
0,woman wearing dark hat
0,girl smiling at camera
0,an islamic woman with glasses and a hijab wearing it
0,a woman in a hijab and glasses is smiling
